图像路径,标注类别ID,标注类别名称,top-1-预测ID,top-1-预测名称,top-2-预测ID,top-2-预测名称,top-3-预测ID,top-3-预测名称,top-n预测正确,乌鸦-预测置信度,乌龟-预测置信度,仓鼠-预测置信度,企鹅-预测置信度,兔子-预测置信度,刺猬-预测置信度,啄木鸟-预测置信度,土狼-预测置信度,大猩猩-预测置信度,大象-预测置信度,奶牛-预测置信度,山羊-预测置信度,斑马-预测置信度,松鼠-预测置信度,毛毛虫-预测置信度,水母-预测置信度,水獭-预测置信度,河马-预测置信度,浣熊-预测置信度,海星-预测置信度,海豚-预测置信度,海豹-预测置信度,海马-预测置信度,火烈鸟-预测置信度,火鸡-预测置信度,熊-预测置信度,熊猫-预测置信度,牛-预测置信度,牡蛎-预测置信度,犀牛-预测置信度,犀鸟-预测置信度,狐狸-预测置信度,狗-预测置信度,狮子-预测置信度,狼-预测置信度,猩猩-预测置信度,猪-预测置信度,猫-预测置信度,猫头鹰-预测置信度,獾-预测置信度,瓢虫-预测置信度,甲虫-预测置信度,章鱼-预测置信度,羊-预测置信度,羚羊-预测置信度,老虎-预测置信度,老鼠-预测置信度,考拉-预测置信度,苍蝇-预测置信度,蚊子-预测置信度,蚱蜢-预测置信度,蛇-预测置信度,蛾-预测置信度,蜂鸟-预测置信度,蜜蜂-预测置信度,蜥蜴-预测置信度,蜻蜓-预测置信度,蝙蝠-预测置信度,蝴蝶-预测置信度,蟑螂-预测置信度,蟹-预测置信度,袋熊-预测置信度,袋鼠-预测置信度,豪猪-预测置信度,豹-预测置信度,负鼠-预测置信度,野牛-预测置信度,野猪-预测置信度,金鱼-预测置信度,霍加皮-预测置信度,马-预测置信度,驯鹿-预测置信度,驴-预测置信度,鬣狗-预测置信度,鱿鱼-预测置信度,鲨鱼-预测置信度,鲸鱼-预测置信度,鸭-预测置信度,鸽子-预测置信度,鹅-预测置信度,鹈鹕-预测置信度,鹦鹉-预测置信度,鹬-预测置信度,鹰-预测置信度,鹿-预测置信度,麻雀-预测置信度,黑猩猩-预测置信度,鼠-预测置信度,龙虾-预测置信度
animals_split\val\毛毛虫\9b89be4a98.jpg,14,毛毛虫,40.0,瓢虫,14.0,毛毛虫,52.0,蛾,1.0,2.0530408e-06,2.8238324e-05,0.00018759731,0.00013315523,0.000234863,2.0031428e-06,1.6962256e-05,1.7127555e-05,1.7838097e-06,4.6309644e-08,0.0017107894,6.4509455e-05,1.9859692e-05,0.00018388095,0.09500244,1.537631e-05,1.0748055e-06,0.00024842392,8.846468e-06,3.3350436e-06,0.00017923361,2.464226e-05,1.0764791e-05,9.657395e-06,1.4942686e-06,0.00020374703,7.371716e-05,2.173635e-05,2.032246e-06,1.130609e-05,1.6230479e-05,1.9939645e-07,0.00032318343,2.6904738e-06,7.74184e-06,5.5000964e-07,0.0001868989,5.7781966e-05,0.00024536045,2.3315388e-05,0.88508534,0.0012518163,3.6626207e-05,9.1872156e-05,8.625801e-05,5.8924566e-06,0.00014963023,4.565606e-05,2.2371012e-05,0.00012782731,0.00054027245,0.00028331342,0.008981339,1.3612306e-05,6.795393e-05,6.433264e-05,0.00033990009,3.579459e-05,0.0013237151,1.033206e-05,3.1741358e-05,5.096817e-06,1.2904869e-05,4.821408e-07,1.0755375e-06,0.00011005824,2.2263498e-06,1.4172448e-06,0.000308169,6.304623e-07,3.3296652e-05,1.157467e-05,2.065739e-05,9.788768e-06,0.00016399255,5.574624e-05,2.2735117e-05,0.00067217933,4.1849114e-05,0.00038004943,5.170296e-06,0.00012173893,3.046541e-06,2.3478012e-06,1.4940529e-05,6.536618e-05,2.1820604e-06,4.9728533e-05,1.2059334e-06
animals_split\val\水母\1dcd0a0629.jpg,15,水母,15.0,水母,19.0,海星,74.0,鱿鱼,1.0,2.0044029e-06,7.268448e-06,5.3998037e-06,3.517803e-06,5.891695e-06,3.584272e-06,9.793811e-07,4.5169205e-07,2.7241892e-08,2.3203798e-07,3.72964e-07,1.1718369e-06,3.2440326e-08,5.8547384e-06,9.958391e-06,0.9986511,7.5423753e-07,2.0361695e-06,4.4946276e-07,0.000419722,1.060049e-05,0.00011984702,0.00011000089,5.2427885e-07,6.125713e-07,1.1163633e-06,1.6654994e-07,8.2217275e-06,6.815402e-06,8.792369e-07,2.3864425e-06,2.3077841e-06,5.2747173e-06,9.809976e-08,1.9583592e-06,6.748351e-08,8.628956e-07,2.6164305e-05,1.1262553e-05,1.1008661e-06,6.553054e-07,1.8279108e-06,1.1317605e-05,1.3676039e-06,1.4534254e-07,4.6379924e-07,3.8215994e-06,2.0031646e-06,4.3801134e-05,9.615666e-08,1.08834946e-07,2.2330968e-07,3.214968e-06,1.951826e-06,8.556765e-06,8.779349e-07,1.8132465e-06,2.1031248e-05,5.511047e-05,2.4667654e-06,1.5756673e-06,2.8688737e-07,3.164079e-07,1.4534095e-06,6.083145e-07,2.4909302e-06,2.6816693e-07,1.8130613e-08,7.863579e-06,3.169243e-07,1.4167874e-06,6.408107e-07,5.9172645e-08,2.7930994e-07,0.00033743755,2.757971e-06,1.37548395e-05,2.7658411e-06,2.3327575e-06,1.4584358e-06,1.3639003e-05,4.32944e-06,2.0197335e-07,2.102889e-06,4.3005255e-07,3.4692593e-07,5.7244034e-07,1.9949935e-06,6.3359294e-06
animals_split\val\水母\1e9deb52a0.jpg,15,水母,15.0,水母,74.0,鱿鱼,42.0,章鱼,1.0,2.48513e-06,0.00016688956,9.207569e-06,1.7626808e-05,1.646464e-05,1.7362436e-05,7.0068204e-06,1.466621e-06,6.4490814e-07,1.5640787e-06,3.279194e-05,5.110231e-06,1.9800329e-05,0.00011830564,0.00032208711,0.9920846,2.247749e-05,1.1466526e-05,2.144269e-05,0.00013070373,2.768013e-05,7.864352e-05,0.00069539313,8.816993e-05,5.027157e-06,1.0531149e-05,3.1971076e-06,0.00025918713,1.960454e-05,1.0353336e-05,3.4668585e-06,6.2191943e-06,3.4494058e-06,1.559924e-06,3.3680417e-06,2.2315e-06,7.340011e-06,4.3853273e-05,3.7684215e-06,1.8295055e-06,4.24992e-06,3.191673e-06,0.0011774685,6.1127896e-05,2.5462696e-06,4.0764487e-05,1.0892566e-05,7.5687267e-06,6.394661e-05,2.7417354e-05,6.401284e-06,6.6987322e-06,2.2997285e-06,1.2781981e-05,1.0791526e-05,1.3761065e-05,0.0006987756,2.5974869e-05,0.00013891228,6.4368382e-06,6.096218e-06,6.333392e-07,1.2945799e-06,9.9333165e-06,2.450735e-06,3.0105512e-06,2.3831244e-05,2.2306322e-06,0.00012042004,9.682741e-07,1.8079007e-05,6.964335e-05,4.7941617e-06,6.223665e-07,0.0019576715,0.00025376998,0.0007192361,5.0908707e-06,2.1560021e-05,7.724471e-06,3.406117e-05,3.7323657e-06,3.3205213e-06,2.5480756e-05,2.3760802e-05,3.419453e-06,7.159369e-06,7.943524e-06,5.5613542e-05
animals_split\val\水母\2f02b7148c.jpg,15,水母,15.0,水母,14.0,毛毛虫,22.0,海马,1.0,1.4473876e-07,0.00046749457,0.00042483924,1.7434093e-06,1.0837393e-05,9.127868e-05,5.026939e-06,7.084747e-06,1.3960056e-07,8.042476e-06,2.2862909e-05,1.2474096e-05,1.7310824e-05,0.00024203693,0.06934146,0.85576916,3.513739e-06,4.6159596e-05,1.1525201e-06,0.0006020634,1.3271265e-05,5.1880047e-06,0.034065764,0.0003098861,1.586352e-05,4.612048e-05,3.587611e-07,0.00022648425,0.00015467715,1.0769747e-06,9.286725e-05,9.715174e-07,4.7824484e-05,7.6273423e-06,1.0823578e-06,1.1929048e-07,0.00012062515,0.00031261292,4.5575598e-05,3.89917e-06,6.001791e-05,1.326605e-05,0.007967762,3.3080203e-05,2.3479244e-05,4.0341424e-06,7.74144e-05,1.4589546e-06,0.0002152575,0.0005352297,0.00021642217,0.002088303,0.0013241088,0.00036039084,0.00019990481,0.00037294408,0.013027105,0.0005765269,0.0046705985,3.649993e-05,6.595551e-05,8.043362e-07,3.6507132e-07,3.656464e-06,2.1404908e-06,9.242032e-06,1.1706572e-06,1.5317815e-07,0.0002825852,3.4861603e-07,1.906302e-05,2.7200034e-05,5.801004e-08,5.742529e-07,0.0032943664,3.179331e-06,9.655396e-05,0.00014419656,2.2864706e-06,2.5737641e-05,3.428534e-05,0.0014673639,1.514244e-06,1.4860051e-05,7.456719e-06,5.718873e-06,3.629494e-06,1.883317e-05,0.00011629084
animals_split\val\水母\3b48327f79.jpg,15,水母,15.0,水母,56.0,蜻蜓,14.0,毛毛虫,1.0,3.5999408e-06,0.00062505563,0.0010712432,1.777068e-06,0.00017259926,0.000105087565,1.0794319e-05,7.110922e-06,5.149111e-07,1.8202209e-05,0.00025080662,0.00010391984,2.5157931e-05,0.000486854,0.014265688,0.92570424,2.1194339e-05,0.00043946254,8.302433e-06,0.0014271851,0.00047150347,0.00065019156,0.0018969398,0.0004062335,2.0050633e-05,1.7776045e-05,9.589479e-07,0.0009568875,7.858578e-06,4.8126744e-06,6.795681e-05,8.078698e-06,1.0208965e-05,1.6819415e-05,1.6905796e-06,4.2970772e-05,3.1108e-05,0.00060069957,0.00015488395,9.479626e-06,0.001421346,9.008869e-05,0.0022920894,0.00010549988,1.0472324e-05,0.00011191283,0.0010016056,1.778203e-05,0.0036422582,0.0034216875,0.00023635753,4.4390126e-06,0.0031162174,7.780393e-05,0.0017074583,3.956551e-05,0.014540764,0.0006407098,0.0012137393,0.00033812269,2.579642e-05,1.4296987e-05,2.5163629e-06,0.0058024493,1.3110996e-05,0.0003954761,3.003406e-06,2.1054566e-05,0.002817145,7.5830377e-07,9.5934214e-05,7.6683355e-05,2.3769673e-05,1.2802486e-06,0.0035146442,0.00022383367,0.0010295543,2.7157446e-05,3.515651e-05,0.0001020135,7.743204e-05,3.068155e-05,1.7055589e-06,0.00042722092,5.0926523e-05,6.587542e-05,0.00022646112,0.0005711589,0.0001672183
animals_split\val\水母\4b2d1bf5a1.jpg,15,水母,15.0,水母,22.0,海马,74.0,鱿鱼,1.0,1.7203638e-08,0.00069968397,5.8968594e-06,5.3136784e-08,2.0221653e-07,5.945805e-07,1.5524883e-07,2.9864683e-08,1.6346705e-09,7.6313356e-08,9.89793e-07,9.8449696e-08,3.5170405e-08,1.0656744e-05,9.6792955e-06,0.9360526,2.565267e-06,9.156831e-05,3.5760596e-08,0.0015737861,5.752422e-07,1.132778e-06,0.05167652,2.870338e-05,3.470801e-05,1.8157179e-07,2.4030427e-08,1.9995845e-05,3.9691695e-05,7.408807e-06,4.682912e-07,6.209417e-08,2.41896e-07,1.13466685e-08,1.3262286e-06,6.69448e-08,2.3998746e-05,4.4749436e-07,3.7093225e-06,2.06123e-08,1.685559e-05,1.2228468e-06,0.004517235,2.9455912e-05,1.1400815e-08,6.0419865e-08,4.543769e-06,1.836014e-07,2.7385271e-05,3.146298e-07,1.6980258e-07,4.3343266e-06,2.6825783e-06,4.275416e-07,1.029138e-05,5.7816925e-07,6.466789e-07,3.3762448e-05,1.22987985e-05,2.4511013e-07,5.940211e-05,2.1643625e-07,3.9234678e-08,3.6378378e-08,8.60328e-08,2.7143394e-06,5.017022e-07,5.3050808e-08,1.2428592e-05,1.882618e-07,1.6501215e-06,1.67608e-06,1.4869126e-08,1.7189175e-08,0.004905896,3.1800796e-06,4.05599e-05,2.4223268e-06,7.6793197e-07,6.371634e-07,2.1551125e-07,1.5047162e-07,3.275405e-08,8.886928e-07,3.579327e-07,1.4934184e-08,1.4261646e-07,2.235772e-06,1.2588967e-05
animals_split\val\水母\4d8d4f7dd9.jpg,15,水母,15.0,水母,22.0,海马,76.0,鲸鱼,1.0,2.911623e-07,0.0011691469,3.877205e-05,8.462356e-06,2.3612517e-06,2.8893424e-05,2.4079127e-06,1.0536374e-07,3.816859e-08,6.082044e-06,4.6286714e-05,6.6303005e-06,1.6880448e-06,0.00013368735,0.0001338647,0.98001707,4.5662116e-05,3.229772e-05,2.700498e-07,0.0013015552,0.00055474136,3.564199e-05,0.006632224,0.0021478303,1.4573224e-05,6.2086583e-06,8.940311e-07,0.00010124354,2.460652e-05,3.3240544e-06,2.1146814e-06,1.346339e-06,2.8611582e-06,3.58695e-07,4.9768437e-07,1.6033887e-06,4.854902e-05,1.5431946e-05,3.0832439e-06,4.1452344e-07,1.6396354e-05,1.1062322e-06,0.0014848614,6.0964485e-05,2.1611559e-06,2.9201701e-06,3.4330318e-05,5.1735274e-06,6.0244715e-06,6.489465e-06,4.7508242e-06,5.2407695e-06,5.5411372e-05,6.689154e-05,0.00016688815,2.5609302e-06,1.8193472e-05,2.780956e-06,2.9568628e-05,3.1632978e-06,4.4928045e-05,8.599403e-07,2.3221234e-07,4.563101e-06,5.257371e-07,3.2362047e-06,3.7611908e-06,3.3665583e-06,0.00077212544,1.6755122e-08,3.9316396e-06,8.4978e-05,2.8359673e-06,8.511729e-08,0.0008312241,0.0011730974,0.002357918,2.948688e-05,2.6487509e-05,9.97977e-06,1.50409205e-05,3.430597e-05,2.0011473e-06,9.32608e-06,4.107173e-06,1.1915089e-06,1.0439749e-06,2.9351215e-06,2.7445638e-05
animals_split\val\水母\6a77b30bd8.jpg,15,水母,15.0,水母,42.0,章鱼,74.0,鱿鱼,1.0,1.7185536e-07,0.002264988,3.1086893e-05,2.8498753e-06,9.060124e-06,8.165719e-06,4.3634305e-08,2.97688e-07,2.3893154e-09,8.085182e-06,8.851884e-06,9.2336614e-07,1.3535538e-07,2.4238821e-05,0.000114057926,0.9804617,6.7547858e-06,8.003403e-06,1.1002514e-06,0.0004919912,0.00014671749,2.7838913e-05,0.00081996684,0.001047155,6.380758e-07,8.748894e-07,2.1246872e-06,0.0003497237,1.1746137e-05,1.3460676e-06,1.3921972e-05,2.3331497e-06,3.1054472e-07,1.7169386e-07,4.7533877e-06,8.7045686e-07,6.9685348e-06,1.818417e-05,7.5838834e-06,3.3004395e-07,2.1764577e-05,5.1165473e-05,0.0051267557,0.0001084706,7.5869474e-07,6.1641017e-06,3.9629416e-05,7.879515e-07,0.0012206767,1.4095829e-06,6.0102607e-06,3.6503718e-06,0.00014488859,2.4515105e-06,2.9422306e-06,2.0049788e-06,0.00053467305,1.1907697e-05,8.99096e-05,1.7410899e-05,9.7185235e-05,8.858056e-08,1.0392314e-06,6.1557034e-07,6.6650944e-07,6.278642e-05,1.9564184e-06,5.7541474e-09,6.0485363e-05,1.4841841e-07,3.140978e-07,1.7730576e-05,5.3742997e-07,9.1021185e-08,0.0043011154,0.0013460427,0.00019864943,1.02222675e-05,3.3052477e-06,2.6933922e-06,0.00027998784,5.5467576e-06,1.5174385e-07,1.1781841e-06,4.1710978e-06,1.2154377e-06,1.513475e-06,9.158992e-05,0.00020945218
animals_split\val\水母\6f05ba9ad7.jpg,15,水母,15.0,水母,27.0,牛,23.0,火烈鸟,1.0,3.4088416e-06,0.0015070229,0.00035085523,4.0845774e-05,0.00038686724,0.0012679409,0.000104100916,4.6764126e-05,6.090026e-05,7.652296e-05,0.00035034434,0.00045548246,3.64566e-05,0.00033471562,0.0017791641,0.945864,0.0014174231,0.00010339408,0.00034608773,0.0006471773,0.00014048444,0.0006295115,2.065599e-05,0.007878982,0.0013101567,8.316953e-05,0.00013372535,0.009171769,1.311219e-05,0.0002499598,0.00016877017,3.262076e-05,0.00034647677,8.082544e-05,1.4908916e-05,0.0047562886,0.002934665,0.00018882139,0.00054217805,0.0004673461,5.5889614e-06,1.9628233e-06,0.0006119826,0.00010823224,8.507821e-05,0.00030150247,6.4806045e-05,6.526613e-05,0.00037627816,2.7462556e-06,6.3123985e-06,1.8288434e-05,8.269791e-05,2.952216e-05,0.00024021738,1.2201001e-05,0.00030762827,1.9106858e-05,6.827489e-05,1.0563332e-06,1.0747433e-05,4.4964e-05,1.1456852e-05,0.0054867323,9.69203e-06,0.00038029594,8.620948e-05,0.001528892,0.00014087674,3.9547198e-05,0.0005076881,5.867337e-05,0.00041234383,1.7317983e-05,0.0004899105,0.00022563172,0.00021710857,0.000108078035,0.0002939928,7.080782e-05,0.0010044951,6.4298045e-05,6.864981e-06,0.0003168702,0.00027818256,4.3038915e-05,0.0012018615,0.00015381683,3.67932e-05
animals_split\val\水母\71fb268e89.jpg,15,水母,15.0,水母,58.0,蝴蝶,74.0,鱿鱼,1.0,1.7793141e-08,1.0585514e-07,3.179172e-08,2.3797734e-08,1.0425689e-08,2.980774e-08,1.6913167e-07,1.3679077e-09,5.114872e-10,2.5486464e-09,1.6736972e-07,2.7163132e-09,5.792619e-09,1.2807263e-07,9.974577e-07,0.9999362,1.1417535e-08,3.4172263e-08,4.518532e-08,4.1925196e-06,3.0710285e-07,9.070756e-09,5.1393645e-06,5.9571807e-06,1.5229995e-08,1.4681304e-07,1.20471375e-08,3.7847713e-07,6.321812e-09,5.248309e-09,1.8273303e-07,9.391272e-09,8.812058e-09,1.4349392e-09,1.2835465e-08,2.6337805e-09,3.319071e-08,6.5032864e-08,1.12871604e-07,1.9725174e-08,1.4879073e-07,1.0027287e-07,3.554238e-06,2.0516062e-08,1.7758922e-09,3.687834e-08,6.077566e-08,4.384457e-09,1.7785008e-07,1.0426849e-07,1.7027272e-08,2.7262594e-08,4.0256783e-08,6.6588314e-07,3.0468678e-07,5.4301143e-08,2.9403785e-07,2.2526149e-06,2.305444e-05,2.5831097e-09,3.169872e-08,1.9157198e-09,1.751244e-08,4.6110628e-08,5.1775064e-09,2.1356139e-07,5.8353566e-09,1.9142294e-09,4.105111e-07,6.378037e-08,1.7278046e-07,5.7017495e-08,1.9761327e-08,2.4621798e-09,1.143163e-05,2.0587004e-07,4.5663768e-07,4.9164877e-09,3.9434795e-08,1.6900157e-07,2.8904168e-07,5.3363724e-08,5.5876055e-09,1.3014979e-07,2.9244603e-07,4.303984e-10,2.014478e-08,1.9005007e-08,3.3589143e-07
animals_split\val\水母\7cc72585f9.jpg,15,水母,15.0,水母,74.0,鱿鱼,56.0,蜻蜓,1.0,4.4944976e-05,3.717416e-05,5.5147752e-06,5.4103766e-05,6.630367e-05,2.4431183e-06,0.0004596295,6.3900467e-07,1.476088e-05,2.207121e-06,2.0305406e-05,3.5535184e-05,8.616027e-05,0.00014276225,0.00011648783,0.9146261,6.8972104e-06,1.08156155e-05,0.00012158474,0.00012782465,4.8670572e-05,0.00013598922,0.0005554886,3.2664288e-05,1.3132517e-05,1.5829695e-05,8.311622e-06,0.0010325926,5.023849e-05,5.648656e-06,0.00013344738,2.5684487e-06,0.00028626405,6.7886344e-06,6.383928e-06,1.2473179e-05,1.0678799e-05,0.00038406573,0.00046782583,3.5902118e-05,0.00031392483,0.0017997633,0.00040021693,1.8249227e-06,1.17779755e-05,8.387503e-05,3.6618705e-05,7.472143e-06,0.005123312,0.00027681096,1.996469e-05,0.00045941691,5.9484526e-05,2.405199e-05,0.00058530114,0.0002665792,0.0069586257,0.0015975271,0.0009877494,2.641952e-05,7.001594e-05,6.8165394e-07,5.6656827e-06,3.4743076e-05,1.6730159e-05,3.1129475e-05,1.3997214e-06,2.0915681e-06,7.231562e-05,9.930923e-06,0.0008764322,4.575156e-05,1.13861515e-05,3.2977712e-06,0.05614563,3.5397792e-05,0.003785837,7.158611e-06,7.73542e-06,5.4144282e-05,7.281589e-05,5.247489e-05,2.5594702e-06,4.4514352e-05,2.6569709e-05,1.3726149e-05,0.00017802021,4.7412494e-05,7.6492564e-05
animals_split\val\水母\8c62d3924b.jpg,15,水母,15.0,水母,27.0,牛,76.0,鲸鱼,1.0,7.259554e-05,0.00054842373,0.0009934253,0.00043835884,0.0029589126,0.00040439973,0.00015542474,5.409887e-05,0.00072279084,6.1540624e-05,0.00093121495,0.00041300486,0.00025508952,0.0019278917,0.00094896,0.7854588,0.0004162757,0.00023266868,0.0015308437,0.013028862,0.003400031,0.0018284471,9.027384e-05,0.0004045461,2.5632406e-05,0.00011203743,0.00018178725,0.05661082,2.7785187e-05,0.0018591542,0.00025186242,0.00012320039,0.002320762,0.0010008225,7.3568146e-05,0.00057259586,0.0012899612,0.013885639,0.0007970533,0.00037345523,0.000104997984,2.0900996e-05,0.0014325433,5.536288e-05,6.9907255e-05,0.0008364961,0.0011608261,0.00036045915,0.00036617136,7.972285e-05,3.1455234e-05,6.313523e-05,0.00027902314,0.00018697396,0.0010608138,0.00045730761,0.0011798044,0.0041769994,0.0021232408,2.3655737e-05,3.0463889e-05,6.377901e-05,0.00014120644,0.0017775135,3.5432684e-05,0.0021877533,0.00030383957,0.00025618318,0.0033755621,9.18607e-05,0.006310246,5.1823794e-05,0.0008870856,0.00020987976,0.020161383,0.009348575,0.028773393,8.587906e-05,0.0007703379,0.00047565752,0.00038953545,4.7388672e-05,0.00015749097,0.0024520527,0.00024549835,2.2571343e-05,0.009059657,0.0013033266,0.00013181672
animals_split\val\水母\8d7fccbede.jpg,15,水母,15.0,水母,41.0,甲虫,60.0,蟹,1.0,1.2662567e-05,0.06815565,0.0038241278,0.00012449549,0.00012848341,0.004373378,9.05133e-05,1.8956194e-05,1.1329255e-06,0.0004056921,0.00048646567,1.3326518e-05,6.3886626e-05,0.00041467638,0.0004988732,0.34128478,0.0007568491,0.004158946,1.283651e-05,0.01917563,0.002190848,0.00051510247,0.027351398,0.00047094913,0.0010042364,3.2943648e-05,6.385979e-06,0.00063642283,0.014560545,0.0002456757,4.8104637e-05,8.1040474e-05,0.00019627887,1.3652203e-05,6.381854e-05,8.7397144e-05,0.00071863853,0.0002362178,0.0022153133,1.1716636e-05,0.033552904,0.12581566,0.06616107,0.00020712288,4.7167276e-05,1.909485e-05,0.004490172,4.1720203e-05,0.02410625,0.00012446723,0.0002088808,0.0056265285,0.01417019,4.4323508e-05,0.0013120072,0.019474966,0.0003992478,0.00085037644,0.008516234,0.003167459,0.109940276,0.00014502555,1.2284013e-05,6.650092e-05,4.3354845e-05,0.00012931417,7.2197356e-05,1.2830464e-05,0.00230243,5.2331625e-06,2.2098344e-05,5.800291e-05,5.414709e-06,4.8782713e-06,0.07211923,0.00031800134,0.00025356928,0.0056369184,0.0013432634,0.0015059862,0.0005136333,6.776793e-05,0.00042676748,8.719417e-05,0.00034015594,0.0008584751,4.3653814e-05,0.00039814707,0.00024359325
animals_split\val\水獭\007fe7ce55.jpg,16,水獭,16.0,水獭,21.0,海豹,63.0,豪猪,1.0,3.2380433e-06,2.7847647e-05,0.00021509996,1.8173525e-05,0.0006687917,0.0057267672,8.79371e-06,1.4444e-05,2.4584826e-06,2.9089495e-05,1.7139364e-05,2.4551004e-05,8.830922e-06,0.00021988027,5.2296764e-05,2.4650011e-05,0.8831113,1.4605316e-05,0.00026040082,5.533066e-05,5.314694e-06,0.08404793,5.11641e-05,4.956559e-07,0.00018415414,0.00043455738,2.5582867e-05,5.520287e-06,3.62406e-05,4.5077277e-06,3.548056e-06,3.9410347e-06,2.789214e-05,1.970213e-05,1.8747158e-05,2.2782046e-06,0.00024909072,5.273941e-05,0.00049462164,0.00026145641,4.848351e-06,5.6322683e-06,1.7449827e-05,0.00034840862,8.2454784e-07,8.578476e-06,0.0017234036,1.0684988e-05,2.9931774e-05,4.045295e-07,4.5310794e-06,6.4599785e-06,2.418601e-05,6.606373e-07,3.4594214e-05,6.048065e-06,6.1011306e-06,0.0009316655,7.253136e-07,2.4324788e-06,1.3322435e-05,0.0042529968,1.5601482e-06,0.008321017,0.00010430868,0.0006858918,5.57663e-06,7.258499e-05,1.8060279e-06,2.2791955e-06,2.0363698e-06,2.918709e-05,1.14608265e-05,6.273634e-06,3.1644825e-06,2.1359706e-06,3.474238e-06,4.5456152e-05,1.7272505e-05,1.7943135e-05,4.3761556e-05,5.2732844e-06,1.5906959e-05,2.103362e-05,6.9728276e-06,1.2819321e-05,8.677209e-05,0.0065982137,8.803493e-06
animals_split\val\水獭\07ec9889aa.jpg,16,水獭,16.0,水獭,87.0,鼠,46.0,老鼠,1.0,0.00020950621,1.19121305e-05,0.00013371567,4.871736e-06,0.0006554844,0.0022466055,1.9476038e-05,7.307835e-06,1.2094025e-06,7.171913e-07,3.3386195e-07,1.1209813e-06,1.1773749e-06,0.0036393255,5.0637564e-06,2.5392532e-07,0.96458423,2.1516407e-06,0.0036622277,1.9128339e-07,1.8655114e-06,0.00041951684,2.9697737e-06,9.1734455e-07,0.0017336528,4.7971746e-05,1.5774366e-06,5.275936e-07,4.512379e-08,2.8041576e-08,7.317088e-06,0.00066355645,1.6661622e-06,8.733509e-07,3.666361e-07,2.49668e-06,5.52085e-07,7.6181373e-06,3.6451154e-05,0.0006871416,1.6774239e-07,2.4940196e-06,8.894308e-06,1.6400228e-06,1.0192281e-05,8.500142e-07,0.006704681,1.8805112e-07,6.015384e-06,1.7061971e-07,2.784022e-07,0.0001337148,7.869796e-08,9.488185e-05,1.2861376e-07,0.00014778324,8.205174e-06,9.417836e-06,2.73224e-07,1.11084844e-07,3.0776274e-08,0.0001033461,1.5957356e-06,0.000676375,1.3713675e-06,0.0013895318,7.167626e-07,2.2293729e-05,9.0986155e-08,3.345807e-07,5.444207e-07,4.631251e-07,3.0484642e-07,2.1129591e-07,2.0670352e-06,4.2626243e-07,2.0914924e-06,0.00020826374,7.980387e-05,6.4889246e-05,3.1628864e-05,8.838922e-06,0.0004124236,0.00017795913,1.7617567e-05,8.6338936e-05,3.5739831e-06,0.010772656,1.2498636e-07
animals_split\val\水獭\08d4dcf4db.jpg,16,水獭,16.0,水獭,21.0,海豹,61.0,袋熊,1.0,5.4614414e-08,6.951242e-07,8.695958e-07,3.3302078e-07,6.420951e-07,3.024465e-06,1.3012893e-09,1.352193e-07,1.6780715e-09,6.9298135e-06,2.683751e-07,8.565497e-08,7.5233055e-09,3.8334683e-06,1.607035e-08,1.832619e-08,0.99733245,2.325411e-06,1.9326369e-07,4.2757087e-09,1.3385932e-06,0.002555179,2.288767e-08,4.2888915e-09,1.29024995e-08,1.8882169e-05,6.426381e-08,1.459567e-07,3.6166426e-08,3.7001424e-08,4.796782e-10,2.026463e-08,2.2947293e-06,4.103301e-06,3.8672445e-07,1.5683296e-08,4.992278e-07,8.148205e-09,8.6629605e-08,1.2162288e-06,1.5174345e-09,5.3495466e-09,1.780926e-07,6.156142e-08,2.5897053e-09,3.3746392e-08,3.0556691e-06,5.558451e-08,1.5050573e-09,2.480898e-10,2.6286515e-09,8.612543e-09,3.0174796e-09,1.3274391e-08,1.4178517e-08,1.827013e-09,2.0721493e-09,4.3546724e-08,3.8928596e-10,8.3505514e-10,3.120031e-08,3.2753527e-05,1.47274175e-08,1.5174021e-06,1.1408938e-08,6.439043e-08,5.627312e-07,9.755935e-06,6.8921135e-10,3.2536546e-10,8.8295266e-08,9.2408607e-07,1.0090222e-06,1.17931705e-07,1.4347758e-08,6.010569e-07,1.0220227e-06,3.6292766e-07,5.508813e-08,2.1719845e-08,7.011626e-08,3.954346e-09,7.6527203e-07,1.16889254e-07,8.880652e-08,3.0300208e-07,2.6147328e-07,9.641862e-06,8.091352e-09
